id	name	now_prices	up_down_rates	up_downs	up_rates	turnover_rates	volume_ratios	amplitudes	turnovers	tradable_shares	market_values	pe_ratios
600502	安徽水利	7.17	-1.38	-0.10	0.28	2.62	1.46	4.54	1.70亿	9.04亿	64.83亿	39.87
603508	思维列控	53.75	-1.38	-0.75	-0.06	1.08	1.42	3.10	3746.73万	6520.00万	35.05亿	51.55
603599	广信股份	15.05	-1.38	-0.21	0.07	1.32	1.68	4.46	2692.06万	1.36亿	20.54亿	19.72
600323	瀚蓝环境	13.62	-1.38	-0.19	-0.22	1.00	1.20	3.19	8537.15万	6.29亿	85.63亿	19.81
603021	山东华鹏	36.38	-1.38	-0.51	0.06	1.51	1.10	4.31	3465.73万	6396.00万	23.27亿	114.54
600875	东方电气	9.27	-1.38	-0.13	-0.11	0.68	1.52	4.25	1.25亿	19.97亿	185.11亿	35.40
603678	火炬电子	27.01	-1.39	-0.38	-0.04	1.13	1.27	3.36	6192.40万	2.02亿	54.49亿	84.50
600570	恒生电子	36.97	-1.39	-0.52	0.46	2.42	1.36	5.89	5.47亿	6.18亿	228.40亿	135.15
600843	上工申贝	14.21	-1.39	-0.20	0.07	2.23	0.74	3.96	9538.71万	3.05亿	43.29亿	32.28
603308	应流股份	15.60	-1.39	-0.22	-0.06	1.18	1.37	3.98	7272.73万	4.00亿	62.40亿	53.93
600508	上海能源	10.62	-1.39	-0.15	--	0.53	1.30	3.16	4067.73万	7.23亿	76.75亿	11.55
600251	冠农股份	7.06	-1.40	-0.10	--	1.01	1.29	3.91	5539.87万	7.85亿	55.41亿	25.24
603833	欧派家居	105.15	-1.40	-1.49	-0.21	4.14	0.72	2.48	1.81亿	4151.00万	43.65亿	196.53
600510	黑牡丹	7.76	-1.40	-0.11	-0.39	0.49	1.24	4.07	3034.44万	7.96亿	61.73亿	27.92
600743	华远地产	4.23	-1.40	-0.06	-0.47	1.04	1.37	6.29	1.02亿	23.46亿	99.24亿	30.63
600812	华北制药	5.63	-1.40	-0.08	--	0.91	0.83	6.30	8194.48万	16.31亿	91.81亿	170.16
600965	福成股份	11.93	-1.41	-0.17	0.42	0.70	0.79	7.52	4317.45万	5.28亿	62.99亿	98.58
600880	博瑞传播	6.29	-1.41	-0.09	--	1.76	1.81	3.76	8038.44万	7.33亿	46.13亿	--
600870	厦华电子	7.68	-1.41	-0.11	-0.52	1.36	1.15	4.11	5502.97万	5.23亿	40.18亿	3292.04
600101	明星电力	9.69	-1.42	-0.14	-0.10	1.05	1.27	5.09	3273.62万	3.24亿	31.41亿	31.77
600778	友好集团	8.30	-1.43	-0.12	-0.12	0.90	1.04	3.92	2312.68万	3.11亿	25.82亿	--
601212	白银有色	8.98	-1.43	-0.13	0.11	8.76	1.05	5.05	5.38亿	6.98亿	62.68亿	665.58
600229	城市传媒	9.60	-1.44	-0.14	-0.10	0.82	1.70	4.62	3385.20万	4.30亿	41.26亿	25.95
600617	国新能源	9.58	-1.44	-0.14	0.31	0.26	0.60	5.14	2210.99万	8.98亿	86.07亿	28.68
603222	济民制药	14.31	-1.45	-0.21	-0.07	1.24	1.31	3.38	2003.35万	1.13亿	16.16亿	132.09
600785	新华百货	23.15	-1.45	-0.34	-0.17	0.30	0.86	4.17	1552.52万	2.26亿	52.23亿	18.16
603518	维格娜丝	25.72	-1.46	-0.38	1.22	2.27	1.55	4.67	3187.86万	5562.76万	14.31亿	32.09
600256	广汇能源	4.04	-1.46	-0.06	--	0.67	2.17	3.42	1.41亿	52.21亿	210.95亿	174.20
603701	德宏股份	38.36	-1.46	-0.57	0.08	2.67	1.77	5.83	3941.15万	3904.00万	14.98亿	38.06
600307	酒钢宏兴	2.69	-1.47	-0.04	0.37	0.97	1.25	3.30	1.62亿	62.63亿	168.48亿	18.85
600206	有研新材	8.74	-1.47	-0.13	--	0.73	1.27	5.07	5338.64万	8.39亿	73.31亿	190.97
603018	中设集团	31.41	-1.47	-0.47	0.03	0.99	1.10	4.45	3901.97万	1.26亿	39.53亿	33.30
600777	新潮能源	3.33	-1.48	-0.05	0.30	0.81	0.93	2.66	6360.94万	23.77亿	79.14亿	169.56
601898	中煤能源	5.25	-1.50	-0.08	--	0.19	1.39	3.19	9301.88万	91.52亿	480.48亿	14.86
603030	全筑股份	27.42	-1.51	-0.42	0.04	1.79	1.56	3.66	3112.41万	6435.53万	17.65亿	70.27
601218	吉鑫科技	4.50	-1.53	-0.07	-0.22	0.97	1.90	4.81	4333.69万	9.92亿	44.63亿	65.68
600163	中闽能源	5.11	-1.54	-0.08	0.39	0.76	1.58	5.01	2922.97万	7.54亿	38.51亿	25.71
600074	保千里	12.07	-1.55	-0.19	0.84	1.53	1.63	7.18	1.64亿	9.06亿	109.31亿	43.25
600695	绿庭投资	7.61	-1.55	-0.12	0.13	0.51	1.27	5.69	1414.23万	3.66亿	27.89亿	48.31
601700	风范股份	6.33	-1.55	-0.10	-1.09	1.08	0.77	4.82	7657.40万	11.33亿	71.73亿	33.01
601900	南方传媒	12.64	-1.56	-0.20	-0.16	1.48	0.87	4.28	3287.50万	1.76亿	22.20亿	23.29
600790	轻纺城	6.19	-1.59	-0.10	-0.16	0.77	1.35	4.13	4958.57万	10.47亿	64.81亿	17.85
601777	力帆股份	8.00	-1.60	-0.13	0.25	0.65	1.20	3.69	6438.34万	12.37亿	98.93亿	44.59
601958	金钼股份	6.77	-1.60	-0.11	-0.15	0.28	1.25	5.67	6081.03万	32.27亿	218.44亿	1213.29
600694	大商股份	36.26	-1.60	-0.59	-0.06	1.36	2.70	3.23	1.44亿	2.94亿	106.50亿	8.09
603555	贵人鸟	22.08	-1.60	-0.36	-0.54	0.39	0.81	6.15	5184.57万	6.14亿	135.57亿	41.62
600593	大连圣亚	28.20	-1.60	-0.46	-0.04	0.82	1.11	4.82	2105.55万	9200.00万	25.94亿	--
600601	方正科技	3.61	-1.64	-0.06	--	0.84	1.55	4.09	6661.52万	21.95亿	79.24亿	--
600561	江西长运	9.59	-1.64	-0.16	-0.52	1.38	1.20	4.51	3110.99万	2.37亿	22.73亿	--
603698	航天工程	24.51	-1.65	-0.41	--	1.99	0.83	4.78	4297.89万	8877.06万	21.76亿	79.47
603028	赛福天	15.50	-1.65	-0.26	0.07	2.87	1.17	8.88	5141.49万	1.16亿	17.91亿	96.87
603789	星光农机	19.66	-1.65	-0.33	-0.15	1.26	1.23	4.70	1960.11万	8000.00万	15.73亿	68.46
601666	平煤股份	4.75	-1.66	-0.08	--	0.86	1.29	3.31	9632.66万	23.61亿	112.16亿	8.84
601369	陕鼓动力	6.51	-1.66	-0.11	-0.46	0.65	1.51	4.53	6860.10万	16.39亿	106.68亿	46.72
600555	海航创新	4.72	-1.67	-0.08	0.43	0.45	0.91	3.54	2052.63万	9.73亿	45.95亿	--
600578	京能电力	4.12	-1.67	-0.07	0.24	0.40	0.72	4.30	7499.55万	46.17亿	190.23亿	--
600310	桂东电力	6.98	-1.69	-0.12	0.14	0.78	0.89	3.24	4466.65万	8.28亿	57.78亿	--
603027	千禾味业	35.49	-1.69	-0.61	--	3.08	1.46	3.27	7222.50万	6659.51万	23.63亿	37.85
600216	浙江医药	9.20	-1.71	-0.16	-0.11	1.18	1.55	3.85	1.01亿	9.36亿	86.12亿	92.23
603515	欧普照明	36.24	-1.71	-0.63	-0.41	5.18	1.03	6.73	1.07亿	5800.00万	21.02亿	106.40
600868	梅雁吉祥	4.60	-1.71	-0.08	--	2.04	1.34	4.70	1.78亿	18.98亿	87.31亿	245.53
600805	悦达投资	7.47	-1.71	-0.13	-0.13	0.60	1.21	3.95	3784.39万	8.49亿	63.44亿	192.07
600978	宜华生活	9.76	-1.71	-0.17	0.41	1.28	2.47	5.34	1.83亿	14.83亿	144.73亿	22.57
600418	江淮汽车	9.75	-1.71	-0.17	0.10	0.88	1.09	3.33	8661.58万	10.17亿	99.19亿	16.87
600363	联创光电	13.18	-1.72	-0.23	-0.38	1.26	1.38	4.47	7313.00万	4.43亿	58.45亿	30.12
600313	农发种业	5.13	-1.72	-0.09	-0.20	1.42	0.68	3.64	7247.02万	9.94亿	50.97亿	--
601918	新集能源	3.99	-1.72	-0.07	-0.25	0.84	1.40	3.20	8664.63万	25.91亿	103.36亿	14.18
603600	永艺股份	16.51	-1.73	-0.29	-0.12	3.71	0.81	5.95	6384.17万	1.05亿	17.28亿	41.95
603990	麦迪科技	38.73	-1.73	-0.68	0.26	6.29	1.80	5.30	4763.28万	2000.00万	7.75亿	--
600195	中牧股份	19.34	-1.73	-0.34	-0.05	1.15	1.67	8.79	9459.73万	4.30亿	83.12亿	27.88
601699	潞安环能	6.76	-1.74	-0.12	-0.15	1.28	1.22	3.63	2.59亿	29.91亿	202.22亿	9.93
600058	五矿发展	11.80	-1.75	-0.21	-0.34	0.62	1.45	4.75	7835.13万	10.72亿	126.49亿	341.49
600701	工大高新	12.89	-1.75	-0.23	0.08	0.92	1.07	3.43	5911.69万	4.99亿	64.29亿	53.34
600391	航发科技	26.89	-1.75	-0.48	-0.15	2.54	1.33	7.49	2.22亿	3.30亿	88.77亿	695.27
600635	大众公用	5.57	-1.76	-0.10	--	0.81	1.73	5.29	1.10亿	24.19亿	134.73亿	32.51
600287	江苏舜天	7.77	-1.77	-0.14	-0.13	0.77	0.96	3.03	2614.86万	4.37亿	33.94亿	45.53
600192	长城电工	7.71	-1.78	-0.14	--	1.22	1.40	5.61	4111.37万	4.42亿	34.06亿	276.65
600838	上海九百	12.08	-1.79	-0.22	--	1.77	1.29	5.12	8525.08万	4.01亿	48.43亿	54.78
600117	西宁特钢	4.92	-1.80	-0.09	--	1.16	1.58	5.99	4187.54万	7.41亿	36.47亿	118.72
600730	中国高科	8.71	-1.80	-0.16	-0.12	1.66	0.94	5.19	8350.58万	5.87亿	51.10亿	--
600099	林海股份	14.09	-1.81	-0.26	0.43	1.59	1.31	3.62	4884.06万	2.19亿	30.87亿	1394.94
600740	山西焦化	5.95	-1.81	-0.11	0.34	1.37	1.70	6.27	5308.47万	6.57亿	39.08亿	87.66
601020	华钰矿业	22.71	-1.82	-0.42	--	0.88	1.09	5.14	5550.66万	2.81亿	63.89亿	143.22
600881	亚泰集团	5.36	-1.83	-0.10	--	1.32	1.56	3.30	1.34亿	18.95亿	101.56亿	--
603808	歌力思	28.31	-1.84	-0.53	-0.25	0.93	0.55	2.98	2189.15万	8303.86万	23.51亿	29.16
603567	珍宝岛	16.51	-1.84	-0.31	0.06	0.60	1.07	4.28	2697.06万	2.73亿	45.10亿	29.86
600284	浦东建设	10.63	-1.85	-0.20	0.09	1.05	1.47	5.08	7741.78万	6.93亿	73.67亿	26.91
603887	城地股份	35.55	-1.85	-0.67	0.34	2.90	1.69	5.19	2512.82万	2460.00万	8.75亿	56.98
600569	安阳钢铁	2.65	-1.85	-0.05	-0.38	0.99	1.66	4.44	6189.19万	23.94亿	63.43亿	--
600549	厦门钨业	20.12	-1.85	-0.38	-0.05	1.13	1.12	4.83	1.99亿	8.87亿	178.38亿	41.47
601858	中国科传	13.76	-1.85	-0.26	0.07	6.05	1.40	5.92	1.07亿	1.30亿	17.96亿	160.90
600219	南山铝业	3.17	-1.86	-0.06	--	1.12	1.32	3.71	2.50亿	70.88亿	224.69亿	25.59
601311	骆驼股份	14.21	-1.86	-0.27	--	0.48	1.28	4.14	5817.42万	8.48亿	120.56亿	30.78
600439	瑞贝卡	6.82	-1.87	-0.13	1.04	0.62	1.24	4.89	3951.36万	9.43亿	64.33亿	37.16
600220	江苏阳光	3.67	-1.87	-0.07	0.27	0.75	2.16	4.55	4842.90万	17.83亿	65.45亿	1450.26
600796	钱江生化	8.32	-1.89	-0.16	0.12	1.70	1.74	5.66	4229.79万	3.01亿	25.08亿	152.61
600373	中文传媒	20.20	-1.89	-0.39	0.20	0.41	1.62	3.35	1.07亿	12.82亿	258.98亿	14.70
603005	晶方科技	27.94	-1.90	-0.54	0.32	1.04	1.12	5.55	4956.27万	1.72亿	47.96亿	68.01
600592	龙溪股份	11.38	-1.90	-0.22	-0.35	11.04	0.70	8.62	4.97亿	4.00亿	45.47亿	125.54
600864	哈投股份	8.27	-1.90	-0.16	0.12	1.21	1.47	4.39	5434.93万	5.46亿	45.19亿	41.01
600824	益民集团	5.66	-1.91	-0.11	--	0.72	1.94	4.16	4309.13万	10.54亿	59.66亿	29.58
603528	多伦科技	40.53	-1.91	-0.79	-0.12	3.12	0.83	4.84	7880.58万	6253.00万	25.34亿	105.21
603088	宁波精达	34.36	-1.91	-0.67	-0.38	4.23	0.80	4.97	3599.07万	2500.00万	8.59亿	98.42
600088	中视传媒	16.38	-1.92	-0.32	-0.43	0.67	2.08	7.84	3601.95万	3.31亿	54.29亿	53.07
600782	新钢股份	3.06	-1.92	-0.06	--	1.33	1.31	4.49	1.12亿	27.87亿	85.28亿	7.84
600679	上海凤凰	25.44	-1.93	-0.50	0.24	2.72	0.71	4.67	1.27亿	1.87亿	47.48亿	244.60
600479	千金药业	14.19	-1.94	-0.28	-0.07	1.35	1.31	3.73	5886.27万	3.05亿	43.25亿	44.60
600776	东方通信	6.58	-1.94	-0.13	-0.15	0.61	1.47	5.07	3819.32万	9.56亿	62.90亿	110.24
600022	山东钢铁	2.53	-1.94	-0.05	-0.39	0.79	1.84	3.88	1.64亿	82.22亿	208.02亿	11.77
600252	中恒集团	4.02	-1.95	-0.08	0.25	1.06	1.96	4.39	1.46亿	34.30亿	137.89亿	23.96
600893	航发动力	27.05	-1.96	-0.54	0.04	1.60	1.66	9.42	5.86亿	13.68亿	369.91亿	--
600603	广汇物流	12.89	-1.98	-0.26	0.08	2.03	1.42	4.33	5087.73万	1.95亿	25.09亿	32.41
600693	东百集团	11.84	-1.99	-0.24	-0.34	0.90	0.88	5.30	7280.63万	6.85亿	81.16亿	87.91
600667	太极实业	6.86	-2.00	-0.14	0.44	4.67	2.46	4.29	3.77亿	11.91亿	81.72亿	85.73
600826	兰生股份	18.51	-2.01	-0.38	0.05	1.16	1.27	4.45	8936.54万	4.21亿	77.86亿	82.80
600814	杭州解百	8.75	-2.02	-0.18	0.11	1.54	1.21	4.93	4172.60万	3.10亿	27.16亿	36.31
600395	盘江股份	6.78	-2.02	-0.14	--	0.52	1.41	5.20	5811.36万	16.55亿	112.21亿	10.63
600784	鲁银投资	6.77	-2.03	-0.14	-0.15	1.23	1.78	5.50	4687.04万	5.68亿	38.47亿	724.61
603838	四通股份	14.48	-2.03	-0.30	0.35	4.00	1.00	3.31	5547.43万	9728.00万	14.09亿	69.56
600459	贵研铂业	20.20	-2.04	-0.42	0.20	1.79	1.38	5.04	9312.32万	2.61亿	52.72亿	46.71
600537	亿晶光电	5.29	-2.04	-0.11	0.38	1.54	1.50	6.85	9467.29万	11.76亿	62.23亿	165.88
603939	益丰药房	27.86	-2.04	-0.58	-0.50	0.43	0.64	5.42	1890.53万	1.56亿	43.46亿	36.42
600633	浙数文化	18.70	-2.04	-0.39	0.54	0.81	1.30	6.02	1.78亿	11.88亿	222.21亿	4.83
603858	步长制药	73.63	-2.05	-1.54	0.05	2.46	1.45	3.67	1.26亿	6980.00万	51.39亿	56.44
600218	全柴动力	9.02	-2.06	-0.19	-0.11	1.53	1.60	5.43	5063.55万	3.69亿	33.26亿	21.20
600789	鲁抗医药	8.07	-2.06	-0.17	-0.12	1.59	1.72	5.95	7404.82万	5.82亿	46.93亿	89.17
600489	中金黄金	9.92	-2.07	-0.21	--	1.11	1.26	4.64	3.79亿	34.51亿	342.35亿	97.14
600981	汇鸿集团	7.55	-2.08	-0.16	0.27	0.94	0.98	4.93	1717.94万	2.42亿	18.26亿	27.54
600231	凌钢股份	2.83	-2.08	-0.06	-0.35	1.12	1.30	3.46	5100.70万	16.08亿	45.51亿	10.70
601388	怡球资源	3.76	-2.08	-0.08	1.08	1.81	1.05	5.99	1.38亿	20.25亿	76.16亿	18.39
600644	乐山电力	7.50	-2.09	-0.16	0.27	1.06	0.81	5.22	2585.98万	3.26亿	24.49亿	34.19
603017	中衡设计	17.80	-2.09	-0.38	-0.06	2.17	0.84	4.12	3450.16万	8976.63万	15.98亿	68.93
601966	玲珑轮胎	20.56	-2.10	-0.44	-0.19	2.14	1.62	4.62	8767.80万	2.00亿	41.12亿	24.16
601985	中国核电	7.47	-2.10	-0.16	--	4.85	2.77	6.55	15.25亿	42.30亿	315.95亿	23.93
603168	莎普爱思	33.59	-2.10	-0.72	0.12	1.24	1.98	4.14	4163.11万	1.01亿	33.79亿	29.73
601126	四方股份	8.85	-2.10	-0.19	--	1.42	0.97	6.20	1.02亿	8.13亿	71.97亿	--
601368	绿城水务	9.77	-2.10	-0.21	--	1.33	1.47	3.71	3793.38万	2.94亿	28.74亿	27.15
600127	金健米业	6.04	-2.11	-0.13	--	1.47	2.31	6.48	5645.60万	6.42亿	38.76亿	231.01
600827	百联股份	15.32	-2.11	-0.33	-0.26	0.77	0.84	3.58	1.84亿	15.43亿	236.35亿	18.95
600500	中化国际	9.74	-2.11	-0.21	0.10	1.41	1.38	5.83	2.32亿	17.23亿	167.83亿	21.65
600757	长江传媒	7.37	-2.12	-0.16	-0.14	1.06	2.02	4.38	9430.75万	12.13亿	89.43亿	16.01
600330	天通股份	8.74	-2.13	-0.19	--	1.32	1.15	4.14	9390.15万	8.20亿	71.67亿	33.53
600070	浙江富润	10.55	-2.13	-0.23	0.48	0.69	1.00	5.29	2583.75万	3.57亿	37.62亿	25.41
603315	福鞍股份	17.43	-2.13	-0.38	0.29	4.98	1.40	5.00	6660.80万	7786.25万	13.57亿	369.56
603328	依顿电子	29.08	-2.15	-0.64	0.21	3.48	1.19	3.20	9866.25万	9798.00万	28.49亿	30.55
600649	城投控股	10.39	-2.17	-0.23	--	1.53	1.60	5.93	3.84亿	24.21亿	251.52亿	10.82
601515	东风股份	10.79	-2.18	-0.24	-0.09	0.15	1.75	4.71	1830.40万	11.12亿	119.98亿	14.86
601127	小康股份	20.23	-2.18	-0.45	-0.05	2.11	1.35	3.96	6060.54万	1.43亿	28.83亿	22.38
600597	光明乳业	11.67	-2.18	-0.26	-0.17	0.80	2.17	4.86	1.14亿	12.24亿	142.88亿	19.20
600848	上海临港	17.92	-2.18	-0.40	--	0.64	1.19	4.58	4564.09万	4.00亿	71.60亿	89.61
603843	正平股份	13.87	-2.19	-0.31	--	3.38	1.19	5.92	4631.13万	9970.00万	13.83亿	--
600791	京能置业	6.71	-2.19	-0.15	-0.30	2.65	1.39	7.14	7979.21万	4.52亿	30.35亿	120.76
601929	吉视传媒	3.55	-2.20	-0.08	0.28	0.72	2.22	6.06	7951.77万	31.11亿	110.43亿	43.83
600232	金鹰股份	8.42	-2.21	-0.19	-0.12	0.84	1.20	5.11	2564.63万	3.65亿	30.71亿	186.20
600645	中源协和	20.37	-2.21	-0.46	0.64	2.98	0.81	4.46	2.13亿	3.54亿	72.20亿	71.03
600854	春兰股份	7.07	-2.21	-0.16	--	2.83	0.52	5.12	1.03亿	5.19亿	36.73亿	--
600248	延长化建	5.74	-2.21	-0.13	-0.17	1.11	1.50	4.60	3860.52万	6.08亿	34.88亿	58.25
603885	吉祥航空	20.71	-2.22	-0.47	--	1.16	1.33	4.53	5156.46万	2.15亿	44.53亿	15.81
603117	万林股份	12.31	-2.22	-0.28	0.08	1.10	1.42	5.24	3149.23万	2.35亿	28.94亿	72.56
600774	汉商集团	16.64	-2.23	-0.38	--	0.97	1.30	6.35	2805.43万	1.74亿	29.02亿	100.95
600372	中航电子	15.30	-2.24	-0.35	-0.07	0.68	1.26	5.50	1.80亿	17.59亿	269.15亿	--
600400	红豆股份	7.87	-2.24	-0.18	0.64	1.01	0.55	7.83	8723.24万	11.21亿	88.21亿	105.13
600586	金晶科技	4.35	-2.25	-0.10	-0.23	1.57	1.46	9.66	9555.83万	14.23亿	61.89亿	33.62
603299	井神股份	11.30	-2.25	-0.26	0.09	2.03	1.26	3.11	6364.07万	2.79亿	31.56亿	55.17
600272	开开实业	14.30	-2.26	-0.33	-0.07	0.92	1.21	5.61	2092.73万	1.60亿	22.88亿	152.87
600385	山东金泰	14.29	-2.26	-0.33	--	1.80	1.25	9.64	3638.90万	1.43亿	20.40亿	--
600628	新世界	11.64	-2.27	-0.27	-0.17	1.06	1.16	5.12	6550.44万	5.32亿	61.90亿	6.97
600681	百川能源	16.20	-2.29	-0.38	-1.28	1.03	1.17	4.22	5471.33万	3.27亿	53.04亿	46.66
600390	五矿资本	11.91	-2.30	-0.28	0.42	2.71	0.92	8.78	1.43亿	4.51亿	53.74亿	25.63
601313	XD江南嘉	9.35	-2.30	-0.22	--	0.46	1.32	5.33	1699.45万	3.97亿	37.14亿	56.60
600770	综艺股份	7.19	-2.31	-0.17	--	1.41	1.77	4.89	1.11亿	11.05亿	79.42亿	226.93
600769	祥龙电业	8.87	-2.31	-0.21	-0.34	0.38	0.76	3.96	1247.23万	3.75亿	33.26亿	791.01
600509	天富能源	7.60	-2.31	-0.18	-0.13	1.98	1.42	7.07	1.34亿	9.06亿	68.83亿	12.81
600118	中国卫星	27.43	-2.31	-0.65	0.04	1.03	1.48	5.24	3.31亿	11.82亿	324.36亿	139.40
600448	华纺股份	5.88	-2.33	-0.14	0.17	1.77	2.34	4.82	4344.02万	4.22亿	24.84亿	278.79
601798	蓝科高新	10.92	-2.33	-0.26	--	0.61	1.36	5.55	2360.85万	3.55亿	38.71亿	--
600739	辽宁成大	16.37	-2.33	-0.39	-0.12	1.06	1.88	3.28	2.37亿	13.65亿	223.40亿	9.00
600110	诺德股份	13.80	-2.34	-0.33	-0.15	3.91	1.07	7.36	6.16亿	11.50亿	158.74亿	111.76
600278	东方创业	12.08	-2.34	-0.29	--	0.43	1.44	4.69	2680.40万	5.22亿	63.09亿	36.49
601137	博威合金	11.64	-2.35	-0.28	--	0.43	1.27	5.03	2143.03万	4.30亿	50.05亿	33.22
600539	狮头股份	18.27	-2.35	-0.44	--	1.52	1.92	4.65	6334.66万	2.30亿	42.02亿	1386.97
600477	杭萧钢构	12.86	-2.35	-0.31	-0.16	3.67	1.03	10.25	4.47亿	9.55亿	122.77亿	28.19
600626	申达股份	9.53	-2.36	-0.23	0.11	0.77	1.10	6.04	5182.85万	7.10亿	67.69亿	44.11
600538	国发股份	7.45	-2.36	-0.18	-0.53	5.08	0.77	6.42	1.06亿	2.79亿	20.80亿	--
601866	中远海发	3.72	-2.36	-0.09	-0.27	0.52	2.77	5.51	1.50亿	79.32亿	295.08亿	31.27
600691	阳煤化工	2.89	-2.37	-0.07	--	1.45	1.99	4.73	7376.96万	17.56亿	50.76亿	58.66
600692	亚通股份	12.75	-2.37	-0.31	0.24	3.21	1.62	4.75	1.05亿	2.55亿	32.51亿	111.11
600268	国电南自	6.16	-2.38	-0.15	-0.16	1.04	1.20	5.23	4020.38万	6.35亿	39.13亿	--
601222	林洋能源	6.54	-2.39	-0.16	-0.15	1.02	2.41	3.73	9517.69万	14.23亿	93.07亿	21.65
601616	广电电气	4.90	-2.39	-0.12	0.20	1.12	2.95	4.98	5115.61万	9.36亿	45.84亿	781.82
603456	九洲药业	15.46	-2.40	-0.38	--	1.49	1.40	4.67	3287.93万	1.43亿	22.15亿	40.59
600833	第一医药	17.05	-2.40	-0.42	--	1.21	1.72	6.07	4559.41万	2.23亿	38.04亿	67.79
600108	亚盛集团	4.46	-2.41	-0.11	--	1.48	2.19	4.81	1.28亿	19.47亿	86.83亿	111.46
603239	浙江仙通	31.11	-2.42	-0.77	0.03	10.76	1.83	9.06	2.21亿	6768.00万	21.06亿	34.53
600724	宁波富达	4.81	-2.43	-0.12	--	0.24	1.39	4.46	1650.21万	14.45亿	69.50亿	94.92
603901	永创智能	11.97	-2.44	-0.30	-0.17	1.69	1.73	5.62	3091.23万	1.54亿	18.43亿	69.87
603023	威帝股份	11.53	-2.45	-0.29	-0.26	0.97	1.10	3.89	1410.77万	1.27亿	14.65亿	86.51
600103	青山纸业	3.96	-2.46	-0.10	--	2.85	2.03	6.65	1.19亿	10.62亿	42.05亿	75.45
600422	昆药集团	11.05	-2.47	-0.28	--	1.16	1.84	4.33	8722.51万	6.81亿	75.24亿	23.07
600876	洛阳玻璃	18.14	-2.47	-0.46	-0.06	1.34	1.23	7.31	6385.57万	2.62亿	47.48亿	2062.41
600105	永鼎股份	8.22	-2.49	-0.21	--	0.91	1.81	5.34	5732.35万	7.62亿	62.63亿	35.07
600850	华东电脑	21.53	-2.49	-0.55	0.33	0.49	1.48	4.75	4397.32万	4.21亿	90.60亿	29.87
600517	置信电气	7.83	-2.49	-0.20	--	0.97	2.31	4.98	9401.15万	12.45亿	97.45亿	63.21
601908	京运通	5.08	-2.50	-0.13	0.20	0.55	1.08	5.76	5581.23万	19.93亿	101.25亿	1105.48
600233	圆通速递	19.13	-2.50	-0.49	0.42	1.52	0.85	5.10	9599.59万	3.30亿	63.13亿	48.31
600689	上海三毛	13.27	-2.50	-0.34	-0.15	2.25	1.21	5.66	4502.98万	1.52亿	20.20亿	16.35
601016	节能风电	3.51	-2.50	-0.09	0.29	1.16	1.46	4.44	9066.27万	22.36亿	78.47亿	36.64
600862	中航高科	9.75	-2.50	-0.25	0.10	1.25	1.92	6.50	9526.97万	7.90亿	77.06亿	51.87
603998	方盛制药	13.97	-2.51	-0.36	2.05	0.80	1.74	10.19	2958.18万	2.69亿	37.60亿	84.86
600623	华谊集团	9.68	-2.52	-0.25	--	0.88	1.50	5.54	7878.89万	9.34亿	90.37亿	20.43
600766	园城黄金	11.60	-2.52	-0.30	-0.17	1.02	1.33	6.22	2653.48万	2.24亿	25.98亿	498.33
600433	冠豪高新	5.76	-2.54	-0.15	0.17	1.35	1.91	5.92	9224.89万	11.90亿	68.56亿	112.76
601333	广深铁路	4.22	-2.54	-0.11	-0.71	0.87	1.77	4.16	2.08亿	56.52亿	238.52亿	26.45
603099	长白山	15.31	-2.55	-0.40	--	1.21	1.99	5.35	1896.34万	1.03亿	15.72亿	--
600611	大众交通	5.32	-2.56	-0.14	--	0.86	1.61	5.50	7158.61万	15.63亿	83.17亿	16.98
603861	白云电器	20.85	-2.57	-0.55	0.14	2.11	1.27	4.95	5280.89万	1.21亿	25.25亿	85.86
600926	杭州银行	22.62	-2.58	-0.60	0.09	13.23	1.15	4.18	7.85亿	2.62亿	59.21亿	11.30
600444	国机通用	16.19	-2.59	-0.43	0.06	1.92	1.52	6.50	3251.75万	1.05亿	17.00亿	53.80
600222	太龙药业	6.36	-2.60	-0.17	--	1.14	1.60	5.82	3704.33万	5.19亿	32.98亿	569.99
600397	安源煤业	4.11	-2.61	-0.11	0.24	1.03	1.68	5.21	4240.86万	9.90亿	40.69亿	--
600988	赤峰黄金	11.56	-2.61	-0.31	0.09	1.96	1.24	4.55	1.37亿	6.10亿	70.56亿	267.98
600126	杭钢股份	6.70	-2.62	-0.18	0.15	0.65	1.52	5.23	4017.39万	9.27亿	62.11亿	21.05
600353	旭光股份	8.05	-2.66	-0.22	0.25	2.24	1.52	5.80	9779.30万	5.44亿	43.77亿	88.22
600336	澳柯玛	5.83	-2.67	-0.16	--	1.09	1.64	4.84	4297.90万	6.80亿	39.65亿	35.73
600818	中路股份	22.55	-2.68	-0.62	0.04	0.96	1.00	5.61	5136.03万	2.38亿	53.66亿	69.80
600161	天坛生物	42.53	-2.68	-1.17	0.12	1.91	1.50	3.39	4.16亿	5.15亿	219.23亿	55.04
600096	云天化	7.25	-2.69	-0.20	-0.14	1.27	2.64	5.50	1.02亿	11.22亿	81.35亿	147.34
600771	广誉远	36.93	-2.69	-1.02	-0.16	0.99	1.27	3.53	8895.67万	2.44亿	90.04亿	134.44
603019	XD中科曙	24.23	-2.69	-0.67	-0.08	2.79	1.08	5.54	2.40亿	3.59亿	86.92亿	205.52
