id	name	now_prices	up_down_rates	up_downs	up_rates	turnover_rates	volume_ratios	amplitudes	turnovers	tradable_shares	market_values	pe_ratios
601333	广深铁路	4.25	0.71	0.03	--	0.45	0.76	1.42	1.07亿	56.52亿	240.22亿	26.64
000999	华润三九	28.51	0.71	0.20	0.04	0.67	1.04	3.36	1.87亿	9.78亿	278.94亿	18.62
002314	南山控股	7.13	0.71	0.05	0.14	1.16	0.86	3.25	6144.09万	7.38亿	52.60亿	--
002595	豪迈科技	21.43	0.70	0.15	--	0.32	1.18	4.04	3448.97万	5.20亿	111.46亿	27.45
600279	重庆港九	7.15	0.70	0.05	-0.28	2.43	1.21	4.79	1.20亿	6.93亿	49.55亿	52.15
000059	华锦股份	10.03	0.70	0.07	--	1.37	0.95	3.41	1.90亿	14.00亿	140.42亿	8.94
002305	南国置业	4.31	0.70	0.03	--	0.31	1.14	3.04	1796.59万	13.26亿	57.13亿	368.00
603018	中设集团	31.63	0.70	0.22	0.06	0.45	0.49	1.88	1772.59万	1.26亿	39.81亿	33.53
300642	透景生命	93.60	0.70	0.65	0.01	13.46	0.52	3.81	1.86亿	1500.00万	14.04亿	110.81
600180	瑞茂通	13.04	0.69	0.09	--	0.33	0.69	2.55	3703.06万	8.82亿	114.96亿	12.33
000718	苏宁环球	5.80	0.69	0.04	-0.17	0.44	0.88	2.95	5869.30万	22.89亿	132.77亿	104.29
002658	雪迪龙  	16.17	0.69	0.11	--	2.72	0.83	3.80	1.33亿	3.04亿	49.20亿	196.10
000990	诚志股份	16.20	0.68	0.11	--	0.81	0.70	2.05	3875.01万	2.97亿	48.12亿	24.76
300457	赢合科技	59.27	0.68	0.40	0.25	0.97	0.89	1.80	3173.22万	5560.19万	32.96亿	48.97
601126	四方股份	8.91	0.68	0.06	-0.22	0.90	0.64	3.16	6508.20万	8.13亿	72.45亿	--
300587	天铁股份	29.77	0.68	0.20	0.03	2.11	0.55	1.86	1626.09万	2600.00万	7.74亿	--
600719	大连热电	8.94	0.68	0.06	0.56	2.04	0.92	2.59	7324.86万	4.05亿	36.17亿	15.76
002323	雅百特  	10.45	0.67	0.07	-0.10	4.51	0.52	4.14	1.28亿	2.73亿	28.55亿	147.72
300224	正海磁材	10.46	0.67	0.07	0.19	0.31	0.74	3.37	2343.54万	7.28亿	76.15亿	420.06
002726	龙大肉食	19.41	0.67	0.13	-0.15	1.36	0.50	1.81	2861.34万	1.09亿	21.11亿	27.91
002431	棕榈股份	10.55	0.67	0.07	-0.10	8.41	0.94	5.92	8.01亿	9.03亿	95.24亿	--
000519	中兵红箭	13.63	0.67	0.09	0.07	2.69	0.97	3.32	2.13亿	5.83亿	79.44亿	--
603066	音飞储存	42.47	0.66	0.28	0.17	1.93	0.78	2.37	3700.04万	4562.50万	19.38亿	92.44
600596	新安股份	7.59	0.66	0.05	-0.26	1.07	0.54	2.39	5497.64万	6.79亿	51.55亿	20.65
002453	天马精化	7.59	0.66	0.05	-0.13	0.52	0.57	2.65	1574.82万	4.02亿	30.53亿	--
300249	依米康  	12.20	0.66	0.08	0.66	0.42	0.70	2.06	1420.00万	2.78亿	33.92亿	--
002131	利欧股份	12.22	0.66	0.08	-0.08	1.04	0.67	2.06	1.12亿	8.87亿	108.45亿	32.70
600863	内蒙华电	3.06	0.66	0.02	--	0.29	0.54	1.65	5060.04万	58.08亿	177.72亿	--
002187	广百股份	12.29	0.66	0.08	0.08	0.28	0.67	2.21	1175.72万	3.42亿	42.08亿	21.66
000541	佛山照明	9.25	0.65	0.06	0.11	0.46	0.62	1.52	4084.24万	9.75亿	90.18亿	24.54
300547	川环科技	68.19	0.65	0.44	-0.02	2.84	0.85	2.32	2887.30万	1495.00万	10.19亿	45.85
603306	华懋科技	29.55	0.65	0.19	0.07	1.32	0.50	1.74	2879.14万	7374.75万	21.79亿	21.86
002372	伟星新材	15.60	0.65	0.10	0.06	0.56	0.86	2.06	7791.47万	8.87亿	138.38亿	47.25
002388	新亚制程	10.95	0.64	0.07	0.09	2.27	1.02	2.85	9487.15万	3.82亿	41.81亿	114.22
300623	捷捷微电	75.39	0.64	0.48	0.01	11.94	1.43	3.22	2.10亿	2360.00万	17.79亿	56.76
000617	中油资本	15.70	0.64	0.10	0.06	0.97	0.96	3.97	4413.81万	2.88亿	45.14亿	24.57
601798	蓝科高新	10.99	0.64	0.07	0.09	0.47	0.92	1.56	1807.25万	3.55亿	38.96亿	--
002179	中航光电	28.36	0.64	0.18	0.04	0.52	0.62	1.77	8845.65万	6.02亿	170.70亿	23.48
300187	永清环保	11.15	0.63	0.07	0.18	0.64	0.85	3.16	4200.98万	5.95亿	66.37亿	113.12
603222	济民制药	14.40	0.63	0.09	0.49	0.75	0.73	3.28	1220.88万	1.13亿	16.26亿	132.92
000965	天保基建	8.02	0.63	0.05	--	4.82	0.76	4.64	3.88亿	10.09亿	80.92亿	11.45
000917	电广传媒	11.26	0.63	0.07	--	1.32	1.28	2.59	1.58亿	10.62亿	119.58亿	39.47
603798	康普顿	56.28	0.63	0.35	0.27	1.90	0.88	1.45	4544.47万	4270.00万	24.03亿	29.70
300150	世纪瑞尔	8.05	0.62	0.05	--	0.71	0.59	3.25	2536.59万	4.45亿	35.80亿	--
002742	三圣股份	27.51	0.62	0.17	0.04	13.12	1.69	5.82	2.59亿	7098.21万	19.53亿	57.39
603077	和邦生物	4.87	0.62	0.03	0.21	0.31	0.87	1.45	4759.83万	31.85亿	155.12亿	28.42
002325	洪涛股份	6.50	0.62	0.04	--	1.73	1.39	3.10	1.02亿	9.22亿	59.90亿	38.81
002048	宁波华翔	21.41	0.61	0.13	--	0.88	0.64	2.73	8645.81万	4.61亿	98.61亿	15.01
600640	号百控股	16.54	0.61	0.10	0.06	0.28	0.87	2.01	2506.62万	5.35亿	88.55亿	70.92
600982	宁波热电	4.97	0.61	0.03	0.20	0.56	0.74	2.02	1879.81万	6.76亿	33.60亿	25.67
600211	西藏药业	50.36	0.60	0.30	0.26	0.39	0.42	2.06	2233.75万	1.14亿	57.47亿	33.86
000767	漳泽电力	3.37	0.60	0.02	--	0.30	0.53	1.79	2235.90万	22.54亿	75.95亿	--
600269	赣粤高速	5.08	0.59	0.03	--	0.68	1.07	1.98	8048.60万	23.35亿	118.64亿	6.81
002234	民和股份	11.85	0.59	0.07	--	2.46	1.07	4.75	5982.97万	2.06亿	24.43亿	--
600917	重庆燃气	10.18	0.59	0.06	0.30	0.98	0.85	1.68	1559.07万	1.56亿	15.88亿	41.67
300197	铁汉生态	13.58	0.59	0.08	0.07	1.00	0.53	2.30	1.35亿	9.91亿	134.60亿	--
002437	誉衡药业	6.79	0.59	0.04	-0.15	0.41	1.08	2.81	5969.62万	21.45亿	145.68亿	30.82
601699	潞安环能	6.80	0.59	0.04	0.30	0.94	0.90	2.22	1.91亿	29.91亿	203.42亿	9.98
002321	华英农业	10.20	0.59	0.06	-0.49	2.46	1.16	2.47	1.07亿	4.23亿	43.19亿	157.31
002024	苏宁云商	10.27	0.59	0.06	--	0.55	1.21	2.15	2.84亿	50.18亿	515.33亿	305.47
000962	东方钽业	8.60	0.58	0.05	--	0.59	0.91	2.92	2205.22万	4.41亿	37.91亿	--
000563	陕国投Ａ	5.17	0.58	0.03	-0.19	1.54	1.09	3.50	2.28亿	28.62亿	147.96亿	33.80
000797	中国武夷	17.29	0.58	0.10	-0.06	0.42	1.03	1.63	3088.54万	4.28亿	74.03亿	34.55
300161	华中数控	20.82	0.58	0.12	-0.05	0.79	0.73	1.50	2647.70万	1.61亿	33.53亿	--
000651	格力电器	33.07	0.58	0.19	--	1.12	0.77	1.73	21.94亿	59.71亿	1974.48亿	12.39
600649	城投控股	10.45	0.58	0.06	-0.19	1.03	0.92	3.56	2.60亿	24.21亿	252.97亿	10.88
600251	冠农股份	7.10	0.57	0.04	--	0.48	0.57	1.84	2662.15万	7.85亿	55.72亿	25.38
603089	正裕工业	33.69	0.57	0.19	--	3.88	1.02	2.18	3483.42万	2667.00万	8.99亿	38.91
300444	双杰电气	23.12	0.57	0.13	0.04	0.72	0.41	2.96	1652.69万	9949.20万	23.00亿	--
300086	康芝药业	10.74	0.56	0.06	-0.37	0.99	0.68	2.15	4610.15万	4.38亿	47.03亿	80.40
600409	三友化工	8.95	0.56	0.05	--	0.56	0.61	3.26	9166.71万	18.50亿	165.61亿	8.11
000584	友利控股	10.76	0.56	0.06	-0.09	0.38	0.41	1.22	2465.85万	6.11亿	65.77亿	--
600059	古越龙山	9.00	0.56	0.05	0.33	0.50	0.85	1.56	3669.93万	8.09亿	72.77亿	28.74
600836	界龙实业	7.22	0.56	0.04	0.14	1.22	0.97	4.32	5743.63万	6.53亿	47.15亿	--
002574	明牌珠宝	9.04	0.56	0.05	--	1.04	0.88	2.56	4930.83万	5.28亿	47.73亿	56.49
000598	兴蓉环境	5.50	0.55	0.03	--	0.68	0.70	2.38	1.11亿	29.86亿	164.24亿	20.47
601018	宁波港	5.52	0.55	0.03	--	0.30	0.74	3.10	2.15亿	128.00亿	706.56亿	26.66
000863	三湘印象	7.37	0.55	0.04	--	0.78	1.42	4.23	5275.54万	9.11亿	67.13亿	29.85
600075	新疆天业	12.96	0.54	0.07	0.08	1.32	0.60	2.48	7441.27万	4.39亿	56.84亿	14.33
002415	海康威视	38.90	0.54	0.21	--	0.37	0.68	3.10	7.01亿	48.38亿	1882.15亿	40.41
600701	工大高新	12.96	0.54	0.07	1.17	0.73	0.83	2.33	4660.15万	4.99亿	64.64亿	53.63
000668	荣丰控股	16.70	0.54	0.09	-0.30	0.46	0.47	4.46	1116.46万	1.47亿	24.50亿	--
603227	雪峰科技	7.42	0.54	0.04	-0.14	1.32	0.62	3.12	4134.62万	4.22亿	31.28亿	--
300042	朗科科技	37.10	0.54	0.20	0.82	0.49	0.35	2.58	2038.83万	1.12亿	41.50亿	83.28
600774	汉商集团	16.73	0.54	0.09	0.18	0.74	0.94	2.88	2174.34万	1.74亿	29.18亿	101.49
600822	上海物贸	13.06	0.54	0.07	--	0.69	0.77	4.00	3556.05万	3.96亿	51.74亿	140.25
601555	东吴证券	11.28	0.54	0.06	--	0.43	0.53	2.32	1.42亿	28.91亿	326.10亿	27.28
600812	华北制药	5.66	0.53	0.03	0.18	0.63	0.73	4.62	5759.16万	16.31亿	92.30亿	171.06
002433	太安堂  	9.45	0.53	0.05	--	0.73	0.79	2.13	4638.46万	6.75亿	63.79亿	36.17
600689	上海三毛	13.34	0.53	0.07	-0.08	1.41	0.73	3.09	2857.93万	1.52亿	20.30亿	16.44
000737	南风化工	5.72	0.53	0.03	--	0.59	0.63	1.58	1835.94万	5.49亿	31.39亿	--
600097	开创国际	17.16	0.53	0.09	--	1.79	0.61	3.40	6151.54万	2.03亿	34.77亿	--
603517	绝味食品	38.21	0.53	0.20	0.03	4.82	0.78	2.13	9157.30万	5000.00万	19.11亿	34.14
002861	瀛通通讯	36.53	0.52	0.19	--	12.00	0.76	3.55	1.33亿	3068.00万	11.21亿	73.00
600248	延长化建	5.77	0.52	0.03	0.17	0.53	0.66	1.92	1843.02万	6.08亿	35.06亿	58.56
600546	山煤国际	3.86	0.52	0.02	0.26	0.54	1.28	3.12	4075.53万	19.82亿	76.52亿	82.68
000681	视觉中国	15.46	0.52	0.08	-0.07	2.43	0.87	2.93	7417.47万	1.97亿	30.41亿	92.44
000523	广州浪奇	9.72	0.52	0.05	--	0.69	0.95	3.62	2988.62万	4.46亿	43.33亿	170.49
600033	福建高速	3.89	0.52	0.02	-0.26	1.17	1.68	2.84	1.24亿	27.44亿	106.76亿	12.41
002336	人人乐  	9.83	0.51	0.05	--	0.41	0.65	2.35	1358.64万	3.39亿	33.35亿	201.22
300593	新雷能  	27.65	0.51	0.14	--	5.85	1.02	3.05	4637.20万	2889.00万	7.99亿	167.50
000995	*ST皇台 	11.89	0.51	0.06	--	0.23	0.45	1.94	486.92万	1.77亿	21.09亿	--
600350	山东高速	5.96	0.51	0.03	--	0.12	0.57	1.52	3583.57万	48.11亿	286.75亿	12.48
600212	江泉实业	8.02	0.50	0.04	-0.13	1.49	0.95	3.88	6113.47万	5.12亿	41.04亿	209.58
600765	中航重机	14.04	0.50	0.07	--	1.57	0.58	2.86	1.72亿	7.78亿	109.23亿	55.66
600793	宜宾纸业	36.45	0.50	0.18	0.41	0.50	0.55	1.41	1924.79万	1.05亿	38.38亿	--
600256	广汇能源	4.06	0.49	0.02	0.25	0.24	0.66	1.24	5076.18万	52.21亿	211.99亿	175.06
002653	海思科  	14.25	0.49	0.07	-0.14	0.14	0.54	2.26	871.72万	4.52亿	64.44亿	86.76
300165	天瑞仪器	8.15	0.49	0.04	-0.25	1.42	0.53	2.96	3411.86万	2.95亿	24.06亿	53.45
600583	海油工程	6.15	0.49	0.03	0.16	0.25	0.64	1.96	6721.30万	44.21亿	271.91亿	--
000881	中广核技	18.48	0.49	0.09	-0.05	0.70	0.50	2.72	3992.88万	3.08亿	56.91亿	128.80
300484	蓝海华腾	70.13	0.49	0.34	-0.04	1.27	0.92	1.75	4174.19万	4694.30万	32.92亿	52.74
600397	安源煤业	4.13	0.49	0.02	0.24	0.61	0.87	1.70	2475.01万	9.90亿	40.89亿	--
603126	中材节能	14.50	0.48	0.07	0.07	16.25	0.67	6.72	5.12亿	2.18亿	31.62亿	138.66
600794	保税科技	4.18	0.48	0.02	--	0.43	0.64	2.40	1938.21万	10.72亿	44.83亿	--
002521	齐峰新材	10.46	0.48	0.05	--	0.73	0.42	2.69	3252.69万	4.30亿	44.98亿	33.72
600764	中电广通	29.45	0.48	0.14	0.34	0.38	0.60	3.24	3661.86万	3.30亿	97.10亿	172.69
002208	合肥城建	12.61	0.48	0.06	--	0.58	0.58	2.95	2358.36万	3.19亿	40.26亿	23.55
600829	人民同泰	12.66	0.48	0.06	-0.08	0.27	1.31	3.02	1995.73万	5.80亿	73.41亿	27.79
000969	安泰科技	8.44	0.48	0.04	--	0.56	0.67	1.91	4194.20万	8.91亿	75.17亿	180.66
002628	成都路桥	6.34	0.47	0.03	--	0.51	0.63	1.74	2329.04万	7.25亿	45.97亿	160.13
600743	华远地产	4.25	0.47	0.02	-0.93	0.53	0.66	4.25	5192.63万	23.46亿	99.71亿	30.77
300311	任子行  	14.88	0.47	0.07	-0.13	1.71	0.71	3.11	5605.89万	2.20亿	32.76亿	157.17
000157	中联重科	4.27	0.47	0.02	--	0.36	0.59	1.41	9526.24万	62.64亿	267.48亿	96.74
000826	启迪桑德	32.11	0.47	0.15	-0.03	0.94	0.78	3.07	2.51亿	8.47亿	271.99亿	32.65
300388	国祯环保	19.33	0.47	0.09	-0.10	1.19	0.76	3.27	3911.41万	1.71亿	33.07亿	68.61
600477	杭萧钢构	12.92	0.47	0.06	0.23	2.80	0.84	4.20	3.47亿	9.55亿	123.34亿	28.33
603819	神力股份	28.01	0.47	0.13	0.04	3.51	0.92	2.40	2954.58万	3000.00万	8.40亿	77.13
603577	汇金通	34.72	0.46	0.16	0.06	11.45	0.70	2.75	1.16亿	2918.00万	10.13亿	107.83
002065	东华软件	19.53	0.46	0.09	0.15	0.25	0.56	1.24	6552.45万	13.68亿	267.26亿	16.42
600755	厦门国贸	8.69	0.46	0.04	-0.12	1.17	0.72	2.20	1.70亿	16.65亿	144.65亿	8.46
600511	XD国药股	34.96	0.46	0.16	0.06	1.23	0.83	1.64	1.19亿	2.78亿	97.06亿	29.59
601168	西部矿业	6.59	0.46	0.03	0.15	0.44	0.62	1.68	6877.11万	23.83亿	157.04亿	98.11
600189	吉林森工	8.79	0.46	0.04	0.11	0.48	0.59	2.06	1308.00万	3.10亿	27.29亿	--
600383	金地集团	11.03	0.46	0.05	0.27	0.16	0.43	1.18	7922.84万	45.14亿	497.85亿	14.29
603029	天鹅股份	31.19	0.45	0.14	0.26	2.08	0.66	2.90	2356.69万	3652.55万	11.39亿	465.99
603041	美思德	31.42	0.45	0.14	0.16	7.93	0.85	3.36	6199.06万	2500.00万	7.86亿	45.02
002132	恒星科技	4.48	0.45	0.02	--	1.28	0.91	3.14	3416.19万	6.02亿	26.99亿	45.53
002410	广联达  	15.75	0.45	0.07	0.06	0.56	0.53	1.59	7588.80万	8.67亿	136.55亿	80.42
000501	鄂武商Ａ	20.25	0.45	0.09	0.25	0.58	0.81	1.74	6024.10万	5.07亿	102.71亿	10.48
603096	新经典	49.80	0.44	0.22	0.10	23.67	0.59	5.65	3.88亿	3336.00万	16.61亿	36.29
002458	益生股份	20.39	0.44	0.09	0.25	1.53	1.07	3.65	5066.88万	1.62亿	33.02亿	500.26
600512	腾达建设	4.57	0.44	0.02	0.22	1.01	0.83	3.30	4439.27万	9.71亿	44.37亿	51.53
300482	万孚生物	80.10	0.44	0.35	-0.01	0.21	0.39	3.89	1763.98万	1.06亿	84.99亿	100.29
000961	中南建设	6.88	0.44	0.03	--	0.71	1.62	1.46	1.80亿	37.00亿	254.55亿	42.32
300227	光韵达  	20.69	0.44	0.09	--	1.53	0.75	1.60	3195.76万	1.01亿	20.83亿	158.48
002818	富森美  	41.42	0.44	0.18	--	1.91	0.59	1.31	3468.92万	4400.00万	18.22亿	28.69
600240	华业资本	9.22	0.44	0.04	0.11	0.43	0.75	2.61	5661.32万	14.24亿	131.32亿	26.02
002608	江苏国信	11.68	0.43	0.05	0.78	0.45	0.56	3.01	2828.72万	5.37亿	62.74亿	25.41
600637	东方明珠	21.08	0.43	0.09	-0.14	0.26	0.98	2.05	8745.53万	16.02亿	337.67亿	32.40
603997	继峰股份	25.83	0.43	0.11	0.16	7.98	2.08	1.24	2.34亿	1.14亿	29.45亿	36.88
000926	福星股份	11.82	0.42	0.05	0.09	0.91	1.15	1.95	1.02亿	9.48亿	112.09亿	9.89
603038	华立股份	51.94	0.42	0.22	-0.29	2.83	0.72	2.38	2451.29万	1670.00万	8.67亿	113.27
600461	洪城水业	7.10	0.42	0.03	0.14	0.42	0.59	1.84	1759.20万	5.94亿	42.17亿	25.45
600555	海航创新	4.74	0.42	0.02	--	0.39	0.77	1.91	1795.92万	9.73亿	46.14亿	--
601688	华泰证券	16.61	0.42	0.07	--	0.37	0.71	2.00	3.32亿	54.44亿	904.20亿	22.36
300582	英飞特  	30.95	0.42	0.13	--	6.14	1.27	2.53	6241.73万	3300.00万	10.21亿	135.00
002153	石基信息	21.41	0.42	0.09	-0.09	0.34	1.00	3.38	3502.47万	4.84亿	103.72亿	90.94
601666	平煤股份	4.77	0.42	0.02	--	0.52	0.77	2.74	5833.95万	23.61亿	112.63亿	8.88
002367	康力电梯	11.93	0.42	0.05	-0.17	0.58	0.86	2.86	3165.11万	4.58亿	54.60亿	19.52
603991	至正股份	40.67	0.42	0.17	0.03	7.14	1.05	2.40	5425.52万	1870.00万	7.61亿	133.66
002594	比亚迪  	48.03	0.42	0.20	-0.06	0.35	0.78	1.27	1.44亿	8.50亿	408.21亿	54.08
600872	中炬高新	16.85	0.42	0.07	-0.12	0.32	0.40	2.56	4318.76万	7.97亿	134.23亿	29.14
000778	新兴铸管	7.24	0.42	0.03	--	8.98	1.02	6.66	23.68亿	36.43亿	263.75亿	31.33
000792	盐湖股份	14.49	0.42	0.06	-0.07	0.27	0.64	2.29	7203.99万	18.33亿	265.64亿	--
000620	新华联  	7.25	0.42	0.03	0.14	0.12	0.74	1.94	1544.64万	18.37亿	133.18亿	50.29
002748	世龙实业	19.47	0.41	0.08	-0.05	2.84	0.96	2.12	4513.80万	8161.02万	15.89亿	17.93
603738	泰晶科技	60.89	0.41	0.25	0.15	1.60	0.78	1.72	1621.92万	1668.00万	10.16亿	66.00
600309	万华化学	26.88	0.41	0.11	0.34	1.04	0.84	2.39	6.06亿	21.62亿	581.24亿	6.97
300609	汇纳科技	41.54	0.41	0.17	0.05	7.22	1.02	3.36	7467.40万	2500.00万	10.38亿	--
300391	康跃科技	17.17	0.41	0.07	0.82	1.27	0.86	2.98	1344.27万	6167.50万	10.59亿	336.46
000739	普洛药业	7.38	0.41	0.03	--	0.50	0.85	2.45	3901.53万	10.60亿	78.23亿	43.58
600280	中央商场	7.39	0.41	0.03	0.68	0.52	1.07	2.17	4372.54万	11.48亿	84.86亿	45.68
002656	摩登大道	17.33	0.41	0.07	0.06	0.29	0.76	1.97	1263.69万	2.50亿	43.39亿	18.26
002567	唐人神  	14.87	0.41	0.06	0.27	0.65	0.48	1.42	4062.84万	4.20亿	62.45亿	35.91
601377	兴业证券	7.48	0.40	0.03	--	0.47	0.71	1.88	2.38亿	66.97亿	500.91亿	18.36
601985	中国核电	7.50	0.40	0.03	0.13	1.58	0.68	1.87	4.97亿	42.30亿	317.22亿	24.02
600501	航天晨光	15.13	0.40	0.06	0.13	0.59	0.67	2.19	3610.01万	4.07亿	61.56亿	--
603003	龙宇燃油	20.36	0.40	0.08	0.15	1.23	0.80	2.42	5063.20万	2.02亿	41.13亿	136.54
002172	澳洋科技	7.67	0.39	0.03	0.13	0.93	0.85	2.49	3909.08万	5.53亿	42.41亿	23.64
002268	卫 士 通	30.82	0.39	0.12	--	0.65	1.45	1.24	6865.99万	3.45亿	106.22亿	--
600313	农发种业	5.15	0.39	0.02	--	1.09	0.61	3.31	5551.87万	9.94亿	51.17亿	--
300122	智飞生物	20.69	0.39	0.08	-0.24	0.54	0.64	3.15	9457.68万	8.62亿	178.25亿	137.21
603040	新坐标	83.28	0.39	0.32	0.37	3.17	0.71	3.24	3939.46万	1500.00万	12.49亿	82.48
600235	民丰特纸	7.85	0.38	0.03	-0.13	0.76	0.86	3.20	2078.72万	3.51亿	27.58亿	96.26
600992	贵绳股份	15.70	0.38	0.06	--	0.82	0.49	1.98	3129.68万	2.45亿	38.48亿	189.56
603690	至纯科技	18.35	0.38	0.07	-0.22	6.05	1.19	3.94	5747.38万	5200.00万	9.54亿	122.24
002474	榕基软件	10.52	0.38	0.04	-0.10	1.39	1.21	3.24	6462.67万	4.47亿	47.00亿	150.73
600400	红豆股份	7.90	0.38	0.03	1.94	0.96	0.60	4.57	8258.77万	11.21亿	88.54亿	105.53
002523	天桥起重	5.29	0.38	0.02	--	0.28	0.54	2.09	944.21万	6.43亿	34.03亿	85.71
300606	金太阳  	37.42	0.38	0.14	0.11	6.28	0.88	2.84	5205.63万	2230.00万	8.34亿	58.26
000021	深科技  	8.04	0.38	0.03	0.13	0.37	0.63	1.75	4358.13万	14.70亿	118.17亿	25.34
002192	融捷股份	24.15	0.37	0.09	-0.08	1.75	0.81	3.74	7944.13万	1.90亿	46.00亿	5117.56
600881	亚泰集团	5.38	0.37	0.02	0.19	0.52	0.54	1.68	5268.56万	18.95亿	101.94亿	--
000428	华天酒店	5.38	0.37	0.02	0.19	0.56	0.81	1.68	2167.50万	7.19亿	38.67亿	--
002041	登海种业	13.45	0.37	0.05	-0.22	0.38	0.76	1.64	4495.85万	8.74亿	117.53亿	65.54
600604	市北高新	13.51	0.37	0.05	--	0.78	1.07	3.05	4010.49万	3.82亿	51.55亿	--
600856	中天能源	10.83	0.37	0.04	0.09	0.46	0.41	1.39	3825.54万	7.71亿	83.50亿	22.20
002541	鸿路钢构	16.30	0.37	0.06	0.06	0.44	0.58	1.35	1191.25万	1.66亿	27.01亿	29.68
600497	驰宏锌锗	5.44	0.37	0.02	--	0.49	0.48	1.84	1.15亿	43.10亿	234.46亿	20.09
300584	海辰药业	38.14	0.37	0.14	0.26	4.13	0.99	2.45	3135.53万	2000.00万	7.63亿	97.08
601118	海南橡胶	5.49	0.37	0.02	0.18	0.33	0.72	1.83	7068.69万	39.31亿	215.82亿	383.52
000903	云内动力	8.24	0.36	0.03	--	1.12	0.75	3.04	7220.30万	7.91亿	65.15亿	15.19
600466	蓝光发展	8.28	0.36	0.03	0.12	1.09	0.69	1.70	7967.72万	8.83亿	73.08亿	37.06
002221	东华能源	11.03	0.36	0.04	0.09	0.48	0.89	2.55	6709.48万	12.73亿	140.38亿	20.71
002304	洋河股份	82.90	0.36	0.30	0.12	0.14	0.60	1.43	1.38亿	12.41亿	1028.55亿	11.39
600864	哈投股份	8.30	0.36	0.03	0.24	0.74	0.77	2.54	3365.91万	5.46亿	45.35亿	41.16
002225	濮耐股份	5.54	0.36	0.02	-0.18	0.79	0.96	2.90	2656.88万	6.08亿	33.68亿	35.28
002717	岭南园林	24.97	0.36	0.09	-0.24	2.04	0.65	3.66	9536.90万	1.89亿	47.16亿	54.04
600979	广安爱众	5.56	0.36	0.02	0.18	1.02	0.79	1.80	4060.25万	7.18亿	39.91亿	28.29
000417	合肥百货	8.34	0.36	0.03	-0.12	0.63	0.61	1.69	4095.07万	7.79亿	64.97亿	14.50
000812	陕西金叶	8.42	0.36	0.03	0.36	2.07	0.67	2.86	7759.16万	4.46亿	37.58亿	145.18
002133	广宇集团	5.62	0.36	0.02	0.18	0.72	0.69	2.68	2419.60万	6.02亿	33.80亿	54.59
600835	上海机电	19.79	0.35	0.07	0.20	0.40	0.80	1.88	6357.13万	8.07亿	159.61亿	21.17
002700	新疆浩源	11.40	0.35	0.04	-0.09	0.38	0.65	3.26	1366.14万	3.13亿	35.69亿	52.42
002655	共达电声	8.58	0.35	0.03	--	6.36	0.96	5.15	1.96亿	3.60亿	30.89亿	388.95
002697	红旗连锁	5.73	0.35	0.02	0.18	0.85	0.52	2.10	3550.75万	7.31亿	41.91亿	49.63
000061	农 产 品	8.62	0.35	0.03	--	0.24	0.91	3.49	3496.37万	16.92亿	145.81亿	733.40
600638	新黄浦	17.27	0.35	0.06	0.06	0.62	0.96	1.16	5957.06万	5.61亿	96.91亿	79.91
002239	奥特佳  	11.55	0.35	0.04	--	0.58	0.96	2.95	3829.58万	5.82亿	67.24亿	35.08
601198	东兴证券	17.32	0.35	0.06	0.06	1.51	0.94	2.90	2.38亿	9.04亿	156.57亿	39.48
603929	亚翔集成	25.96	0.35	0.09	0.04	7.43	1.38	3.02	1.03亿	5336.00万	13.85亿	24.71
000423	东阿阿胶	64.16	0.34	0.22	0.02	0.76	0.76	1.56	3.20亿	6.54亿	419.52亿	17.35
603238	诺邦股份	29.48	0.34	0.10	-0.03	4.72	0.93	3.10	4161.21万	3000.00万	8.84亿	110.51
600058	五矿发展	11.84	0.34	0.04	-0.08	0.30	0.63	2.20	3880.00万	10.72亿	126.91亿	342.65
600859	王府井	14.83	0.34	0.05	-0.07	0.62	0.50	1.56	5573.58万	6.02亿	89.22亿	15.14
600018	上港集团	5.96	0.34	0.02	--	0.08	0.77	2.86	1.11亿	227.55亿	1356.21亿	30.25
002692	睿康股份	8.95	0.34	0.03	0.34	0.32	0.72	2.69	1240.96万	4.44亿	39.73亿	105.05
002145	中核钛白	5.99	0.34	0.02	0.17	0.88	0.62	1.51	5339.90万	10.22亿	61.22亿	20.16
603699	纽威股份	14.97	0.34	0.05	-0.33	0.16	1.17	2.68	1771.57万	7.50亿	112.28亿	53.95
000928	中钢国际	18.01	0.33	0.06	--	4.10	0.92	3.23	3.06亿	4.13亿	74.36亿	30.93
300597	吉大通信	18.06	0.33	0.06	0.06	3.38	0.84	2.50	3660.95万	6000.00万	10.84亿	402.77
300337	银邦股份	9.06	0.33	0.03	--	0.27	0.52	1.66	1688.32万	7.08亿	64.15亿	84.42
603639	XD海利尔	54.47	0.33	0.18	0.04	7.76	1.28	1.99	1.26亿	3000.00万	16.34亿	26.67
000573	粤宏远Ａ	6.05	0.33	0.02	--	1.10	0.79	3.15	4123.11万	6.22亿	37.64亿	116.49
002337	赛象科技	6.05	0.33	0.02	0.17	0.66	1.08	3.15	2299.87万	5.77亿	34.90亿	--
600808	马钢股份	3.03	0.33	0.01	0.33	0.37	0.72	2.32	6661.12万	59.68亿	180.82亿	6.47
600368	五洲交通	6.09	0.33	0.02	0.50	2.59	1.17	3.79	1.31亿	8.34亿	50.78亿	9.91
